"","thread_post","user","date_proc","image","postnum","quote","join_date","likes","nonquote_image"
"4145","#36215","aero.leo","Oct 21, 2018 at 2:42 PM",0,9510494,0,"Sep 19, 2017",9,0
"4146","#36216","verver","Oct 21, 2018 at 3:02 PM",1,9510505,0,"Jul 9, 2006",1,1
"4147","#36217","dalevy","Oct 21, 2018 at 10:24 PM",1,9510876,0,"Sep 12, 2014",27,1
"4148","#36218","baltimoron","Oct 22, 2018 at 5:53 AM",1,9511012,0,"Jan 14, 2012",54,1
"4149","#36219","nsubrmnn","Oct 22, 2018 at 7:24 AM",0,9511082,1,"Jun 2, 2015",7,-1
"4150","#36220","Riva","Oct 22, 2018 at 7:32 AM",1,9511096,0,"Jul 29, 2013",2,1
"4151","#36221","t3hg0suazn","Oct 22, 2018 at 8:11 AM",0,9511157,1,"Sep 3, 2011",10,-1
"4152","#36222","nsubrmnn","Oct 22, 2018 at 9:10 AM",0,9511247,0,"Jun 2, 2015",NA,0
"4153","#36223","FrankCowperwood","Oct 22, 2018 at 9:33 AM",0,9511289,1,"May 23, 2011",2,-1
"4154","#36224","nahneun","Oct 22, 2018 at 9:56 AM",0,9511329,1,"Feb 25, 2009",1,-1
"4155","#36225","el Bert","Oct 22, 2018 at 10:36 AM",0,9511394,0,"Apr 19, 2008",NA,0
"4156","#36226","dalevy","Oct 22, 2018 at 10:44 AM",1,9511410,0,"Sep 12, 2014",1,1
"4157","#36227","troika","Oct 22, 2018 at 11:01 AM",0,9511431,0,"Nov 15, 2011",19,0
"4158","#36228","FrankCowperwood","Oct 22, 2018 at 11:17 AM",0,9511462,1,"May 23, 2011",1,-1
"4159","#36229","troika","Oct 22, 2018 at 11:19 AM",0,9511464,1,"Nov 15, 2011",1,-1
"4160","#36230","FrankCowperwood","Oct 22, 2018 at 11:23 AM",0,9511466,1,"May 23, 2011",NA,-1
"4161","#36231","troika","Oct 22, 2018 at 11:29 AM",0,9511475,0,"Nov 15, 2011",NA,0
"4162","#36232","FrankCowperwood","Oct 22, 2018 at 11:32 AM",0,9511478,1,"May 23, 2011",NA,-1
"4163","#36233","troika","Oct 22, 2018 at 11:38 AM",1,9511491,1,"Nov 15, 2011",1,0
"4164","#36234","Chaconne","Oct 22, 2018 at 11:52 AM",1,9511506,0,"Jan 10, 2015",1,1
"4165","#36235","Preemo","Oct 22, 2018 at 1:43 PM",1,9511666,0,"May 4, 2013",37,1
"4166","#36236","Seafinch","Oct 22, 2018 at 2:03 PM",1,9511691,0,"Dec 9, 2006",34,1
"4167","#36237","ShoutOutsFoMyBo","Oct 22, 2018 at 3:26 PM",1,9511791,0,"May 13, 2012",35,1
"4168","#36238","msg","Oct 22, 2018 at 4:46 PM",1,9511858,0,"Apr 4, 2010",14,1
"4169","#36239","Benesyed","Oct 22, 2018 at 7:56 PM",0,9512053,1,"Aug 9, 2010",12,-1
"4170","#36240","Parker","Oct 22, 2018 at 8:02 PM",0,9512058,0,"Jan 9, 2005",1,0
"4171","#36241","Seafinch","Oct 22, 2018 at 8:41 PM",1,9512091,0,"Dec 9, 2006",NA,1
"4172","#36242","the shah","Oct 23, 2018 at 12:37 AM",1,9512187,0,"Jun 2, 2008",34,1
"4173","#36243","colabear","Oct 23, 2018 at 7:16 AM",0,9512409,0,"Nov 22, 2010",11,0
"4174","#36244","Thrift Vader","Oct 23, 2018 at 7:19 AM",0,9512410,1,"Sep 27, 2014",NA,-1
"4175","#36245","colabear","Oct 23, 2018 at 7:50 AM",0,9512432,0,"Nov 22, 2010",3,0
"4176","#36246","penanceroyaltea","Oct 23, 2018 at 7:52 AM",0,9512438,1,"Jan 27, 2012",3,-1
"4177","#36247","nahneun","Oct 23, 2018 at 7:53 AM",0,9512440,0,"Feb 25, 2009",3,0
"4178","#36248","colabear","Oct 23, 2018 at 7:54 AM",1,9512441,0,"Nov 22, 2010",NA,1
"4179","#36249","Fuuma","Oct 23, 2018 at 8:54 AM",0,9512514,1,"Dec 20, 2004",41,-1
"4180","#36250","Benesyed","Oct 23, 2018 at 9:41 AM",0,9512588,0,"Aug 9, 2010",1,0
"4181","#36251","nsubrmnn","Oct 23, 2018 at 11:06 AM",1,9512708,0,"Jun 2, 2015",1,1
"4182","#36252","Isolation","Oct 23, 2018 at 1:14 PM",1,9512904,0,"Nov 7, 2013",31,1
"4183","#36253","Seafinch","Oct 23, 2018 at 1:32 PM",0,9512924,1,"Dec 9, 2006",18,-1
"4184","#36254","colabear","Oct 23, 2018 at 2:18 PM",1,9512980,0,"Nov 22, 2010",NA,1
"4185","#36255","flipstah","Oct 23, 2018 at 2:50 PM",0,9513030,0,"Oct 31, 2017",8,0
"4186","#36256","jet","Oct 23, 2018 at 3:20 PM",1,9513080,0,"Jun 9, 2006",8,1
"4187","#36257","msg","Oct 23, 2018 at 4:45 PM",1,9513194,0,"Apr 4, 2010",19,1
"4188","#36258","RegisDB9","Oct 23, 2018 at 6:00 PM",0,9513266,0,"Oct 15, 2010",44,0
"4189","#36259","Fuuma","Oct 24, 2018 at 2:25 AM",0,9513535,1,"Dec 20, 2004",1,-1
"4190","#36260","Joytropics","Oct 24, 2018 at 7:52 AM",0,9513783,1,"Oct 5, 2018",1,-1
"4191","#36261","flipstah","Oct 24, 2018 at 8:06 AM",0,9513803,1,"Oct 31, 2017",NA,-1
"4192","#36262","Joytropics","Oct 24, 2018 at 8:11 AM",0,9513816,1,"Oct 5, 2018",2,-1
"4193","#36263","flipstah","Oct 24, 2018 at 8:26 AM",1,9513839,0,"Oct 31, 2017",NA,1
"4194","#36264","habitant","Oct 24, 2018 at 9:03 AM",1,9513899,0,"Aug 27, 2010",8,1
"4195","#36265","Joytropics","Oct 24, 2018 at 10:44 AM",0,9514027,0,"Oct 5, 2018",6,0
"4196","#36266","troika","Oct 24, 2018 at 10:46 AM",0,9514030,0,"Nov 15, 2011",5,0
"4197","#36267","Spehsmonkey","Oct 24, 2018 at 11:02 AM",0,9514057,0,"Apr 21, 2014",11,0
"4198","#36268","Thrift Vader","Oct 24, 2018 at 11:15 AM",0,9514067,1,"Sep 27, 2014",2,-1
"4199","#36269","flipstah","Oct 24, 2018 at 12:25 PM",0,9514169,1,"Oct 31, 2017",2,-1
"4200","#36270","Joytropics","Oct 24, 2018 at 12:42 PM",0,9514192,0,"Oct 5, 2018",2,0
"4201","#36271","e0d9n0b5","Oct 24, 2018 at 4:00 PM",0,9514439,1,"May 21, 2010",14,-1
"4202","#36272","Riva","Oct 24, 2018 at 6:40 PM",1,9514593,0,"Jul 29, 2013",NA,1
"4203","#36273","Riva","Oct 24, 2018 at 7:04 PM",1,9514616,0,"Jul 29, 2013",9,1
"4204","#36274","beepbop","Oct 25, 2018 at 5:08 AM",1,9514885,0,"Aug 11, 2014",48,1
"4205","#36275","Joytropics","Oct 25, 2018 at 7:04 AM",1,9514974,0,"Oct 5, 2018",4,1
"4206","#36276","troika","Oct 25, 2018 at 9:05 AM",0,9515117,0,"Nov 15, 2011",10,0
"4207","#36277","Benesyed","Oct 25, 2018 at 9:20 AM",1,9515138,1,"Aug 9, 2010",5,0
"4208","#36278","troika","Oct 25, 2018 at 9:26 AM",1,9515146,0,"Nov 15, 2011",47,1
"4209","#36279","Newcomer","Oct 25, 2018 at 10:40 AM",0,9515244,0,"Mar 30, 2009",44,0
"4210","#36280","nahneun","Oct 25, 2018 at 10:56 AM",0,9515274,0,"Feb 25, 2009",8,0
"4211","#36281","FrankCowperwood","Oct 25, 2018 at 11:55 AM",1,9515366,0,"May 23, 2011",1,1
"4212","#36282","Alexidb","Oct 25, 2018 at 12:26 PM",1,9515414,0,"Jan 16, 2011",27,1
"4213","#36283","msg","Oct 25, 2018 at 12:49 PM",1,9515438,0,"Apr 4, 2010",2,1
"4214","#36284","#dadcore","Oct 26, 2018 at 7:57 AM",0,9516286,0,"Apr 22, 2017",33,0
"4215","#36285","FrankCowperwood","Oct 26, 2018 at 8:06 AM",0,9516295,0,"May 23, 2011",3,0
"4216","#36286","Spehsmonkey","Oct 26, 2018 at 8:26 AM",1,9516307,0,"Apr 21, 2014",3,1
"4217","#36287","in stitches","Oct 26, 2018 at 8:29 AM",0,9516312,0,"Oct 10, 2010",20,0
"4218","#36288","steveoffice","Oct 26, 2018 at 8:40 AM",1,9516317,0,"Dec 30, 2008",NA,1
"4219","#36289","chameshi_nampa","Oct 26, 2018 at 10:18 AM",1,9516490,0,"Jan 11, 2018",15,1
"4220","#36290","jdrizzy","Oct 26, 2018 at 11:20 AM",0,9516581,1,"Nov 20, 2013",29,-1
"4221","#36291","#dadcore","Oct 26, 2018 at 12:34 PM",0,9516702,1,"Apr 22, 2017",3,-1
"4222","#36292","Spehsmonkey","Oct 26, 2018 at 12:51 PM",1,9516715,0,"Apr 21, 2014",NA,1
"4223","#36293","IEG","Oct 26, 2018 at 12:57 PM",1,9516724,0,"Jan 11, 2018",4,1
"4224","#36294","Deejmb","Oct 26, 2018 at 1:11 PM",1,9516740,0,"Oct 29, 2014",6,1
"4225","#36295","gavrarabba","Oct 26, 2018 at 1:31 PM",0,9516767,0,"May 29, 2012",5,0
"4226","#36296","FrankCowperwood","Oct 26, 2018 at 2:53 PM",0,9516862,1,"May 23, 2011",2,-1
"4227","#36297","Spehsmonkey","Oct 26, 2018 at 3:19 PM",0,9516902,1,"Apr 21, 2014",2,-1
"4228","#36298","FrankCowperwood","Oct 26, 2018 at 3:41 PM",1,9516932,0,"May 23, 2011",2,1
"4229","#36299","flipstah","Oct 26, 2018 at 4:31 PM",1,9516989,0,"Oct 31, 2017",3,1
"4230","#36300","Riva","Oct 26, 2018 at 8:06 PM",0,9517148,0,"Jul 29, 2013",6,0
"4231","#36301","cocostella","Oct 26, 2018 at 8:32 PM",1,9517171,0,"May 9, 2007",NA,1
"4232","#36302","nicelynice","Oct 27, 2018 at 3:48 AM",0,9517297,0,"Jan 23, 2009",29,0
"4233","#36303","MrUnderwood","Oct 27, 2018 at 6:20 AM",0,9517355,1,"May 28, 2017",1,-1
"4234","#36304","jdrizzy","Oct 27, 2018 at 7:04 AM",1,9517385,1,"Nov 20, 2013",NA,0
"4235","#36305","troika","Oct 27, 2018 at 9:30 AM",1,9517514,0,"Nov 15, 2011",1,1
"4236","#36306","farood","Oct 27, 2018 at 9:56 AM",1,9517537,0,"Sep 7, 2016",38,1
"4237","#36307","Etini","Oct 27, 2018 at 12:00 PM",0,9517663,0,"Mar 20, 2018",34,0
"4238","#36308","Superb0bo","Oct 27, 2018 at 12:08 PM",0,9517673,1,"Jan 3, 2007",2,-1
"4239","#36309","nicelynice","Oct 27, 2018 at 4:39 PM",1,9517889,0,"Jan 23, 2009",1,1
"4240","#36310","localmotion","Oct 27, 2018 at 7:18 PM",1,9518005,0,"Oct 26, 2018",9,1
"4241","#36311","kjb","Oct 27, 2018 at 10:24 PM",1,9518085,0,"Sep 20, 2017",9,1
"4242","#36312","Spehsmonkey","Oct 27, 2018 at 10:38 PM",0,9518095,0,"Apr 21, 2014",15,0
"4243","#36313","el Bert","Oct 27, 2018 at 11:26 PM",0,9518113,0,"Apr 19, 2008",1,0
"4244","#36314","DiplomaticTies","Oct 28, 2018 at 4:36 AM",1,9518178,0,"Oct 4, 2015",NA,1
"4245","#36315","Tiburtius","Oct 28, 2018 at 5:32 AM",0,9518197,0,"Apr 25, 2017",39,0
"4246","#36316","Superb0bo","Oct 28, 2018 at 5:36 AM",0,9518199,1,"Jan 3, 2007",2,-1
"4247","#36317","Alexidb","Oct 28, 2018 at 7:06 AM",0,9518257,1,"Jan 16, 2011",NA,-1
"4248","#36318","Tiburtius","Oct 28, 2018 at 7:26 AM",0,9518270,1,"Apr 25, 2017",NA,-1
"4249","#36319","Alexidb","Oct 28, 2018 at 7:36 AM",0,9518275,1,"Jan 16, 2011",1,-1
"4250","#36320","mmmargeologist","Oct 28, 2018 at 8:25 AM",0,9518342,1,"Jun 1, 2016",NA,-1
"4251","#36321","steveoffice","Oct 28, 2018 at 8:57 AM",1,9518376,0,"Dec 30, 2008",NA,1
"4252","#36322","falgfalg","Oct 28, 2018 at 10:07 AM",0,9518441,0,"Sep 9, 2015",6,0
"4253","#36323","Superb0bo","Oct 28, 2018 at 10:09 AM",0,9518444,0,"Jan 3, 2007",4,0
"4254","#36324","MrUnderwood","Oct 28, 2018 at 2:24 PM",1,9518709,0,"May 28, 2017",3,1
"4255","#36325","Franky","Oct 28, 2018 at 3:58 PM",1,9518802,0,"Oct 5, 2010",3,1
"4256","#36326","zxcvbn","Oct 28, 2018 at 4:01 PM",0,9518806,1,"Dec 8, 2013",10,-1
"4257","#36327","falgfalg","Oct 28, 2018 at 4:08 PM",1,9518810,0,"Sep 9, 2015",4,1
"4258","#36328","MeatFish","Oct 28, 2018 at 6:02 PM",0,9518931,0,"Jun 4, 2017",11,0
"4259","#36329","verver","Oct 28, 2018 at 6:25 PM",1,9518947,0,"Jul 9, 2006",NA,1
"4260","#36330","RegisDB9","Oct 28, 2018 at 8:15 PM",0,9519042,0,"Oct 15, 2010",37,0
"4261","#36331","cyc wid it","Oct 28, 2018 at 10:24 PM",0,9519099,1,"Apr 2, 2011",2,-1
"4262","#36332","RegisDB9","Oct 28, 2018 at 10:30 PM",0,9519101,1,"Oct 15, 2010",NA,-1
"4263","#36333","DiplomaticTies","Oct 29, 2018 at 3:47 AM",1,9519180,0,"Oct 4, 2015",NA,1
"4264","#36334","Vadim T","Oct 29, 2018 at 6:04 AM",0,9519233,1,"Nov 7, 2015",3,-1
"4265","#36335","MrUnderwood","Oct 29, 2018 at 8:47 AM",0,9519363,1,"May 28, 2017",2,-1
"4266","#36336","falgfalg","Oct 29, 2018 at 9:07 AM",1,9519397,0,"Sep 9, 2015",1,1
"4267","#36337","PaperSaurian","Oct 29, 2018 at 9:30 AM",1,9519427,0,"Nov 5, 2016",27,1
"4268","#36338","jdrizzy","Oct 29, 2018 at 9:39 AM",1,9519441,0,"Nov 20, 2013",17,1
"4269","#36339","gr8man","Oct 29, 2018 at 3:26 PM",1,9519797,0,"Feb 12, 2017",1,1
"4270","#36340","Mr. Moo","Oct 29, 2018 at 6:04 PM",0,9519882,1,"Nov 25, 2008",2,-1
"4271","#36341","DeadBoy","Oct 29, 2018 at 7:34 PM",1,9519953,0,"Mar 10, 2012",NA,1
"4272","#36342","gettoasty","Oct 29, 2018 at 7:39 PM",0,9519958,0,"Feb 8, 2010",1,0
"4273","#36343","Mr. Moo","Oct 29, 2018 at 7:43 PM",0,9519960,0,"Nov 25, 2008",1,0
"4274","#36344","Alexidb","Oct 29, 2018 at 7:50 PM",1,9519966,0,"Jan 16, 2011",1,1
"4275","#36345","Alexidb","Oct 29, 2018 at 8:02 PM",0,9519974,0,"Jan 16, 2011",NA,0
"4276","#36346","mmmargeologist","Oct 29, 2018 at 8:03 PM",1,9519975,0,"Jun 1, 2016",1,1
"4277","#36347","itsPronouncedSteven","Oct 29, 2018 at 9:40 PM",0,9520029,1,"Feb 8, 2018",45,-1
"4278","#36348","#dadcore","Oct 30, 2018 at 3:05 AM",1,9520097,0,"Apr 22, 2017",1,1
"4279","#36349","Etini","Oct 30, 2018 at 5:30 AM",0,9520140,1,"Mar 20, 2018",53,-1
"4280","#36350","nahneun","Oct 30, 2018 at 7:31 AM",0,9520258,0,"Feb 25, 2009",5,0
"4281","#36351","Clouseau","Oct 30, 2018 at 8:21 AM",0,9520321,1,"May 18, 2013",NA,-1
"4282","#36352","RegisDB9","Oct 30, 2018 at 8:46 AM",0,9520349,1,"Oct 15, 2010",NA,-1
"4283","#36353","e0d9n0b5","Oct 30, 2018 at 9:18 AM",1,9520395,1,"May 21, 2010",6,0
"4284","#36354","beneficialmovie","Oct 30, 2018 at 10:16 AM",0,9520470,1,"Oct 30, 2018",1,-1
"4285","#36355","beneficialmovie","Oct 30, 2018 at 10:20 AM",0,9520474,0,"Oct 30, 2018",NA,0
"4286","#36356","Mr. Moo","Oct 30, 2018 at 10:24 AM",1,9520479,0,"Nov 25, 2008",5,1
"4287","#36357","troika","Oct 30, 2018 at 10:25 AM",0,9520482,1,"Nov 15, 2011",3,-1
"4288","#36358","beneficialmovie","Oct 30, 2018 at 10:25 AM",0,9520483,0,"Oct 30, 2018",NA,0
"4289","#36359","Mr. Moo","Oct 30, 2018 at 10:51 AM",1,9520514,1,"Nov 25, 2008",1,0
"4290","#36360","beneficialmovie","Oct 30, 2018 at 11:01 AM",0,9520527,0,"Oct 30, 2018",1,0
"4291","#36361","chameshi_nampa","Oct 30, 2018 at 11:02 AM",1,9520528,1,"Jan 11, 2018",17,0
"4292","#36362","beneficialmovie","Oct 30, 2018 at 11:06 AM",1,9520536,0,"Oct 30, 2018",1,1
"4293","#36363","KamoteJoe","Oct 30, 2018 at 1:44 PM",1,9520769,0,"Jul 19, 2013",18,1
"4294","#36364","#dadcore","Oct 30, 2018 at 2:13 PM",0,9520795,1,"Apr 22, 2017",38,-1
"4295","#36365","troika","Oct 30, 2018 at 2:17 PM",0,9520803,0,"Nov 15, 2011",2,0
"4296","#36366","FrankCowperwood","Oct 30, 2018 at 2:32 PM",1,9520826,1,"May 23, 2011",2,0
"4297","#36367","gettoasty","Oct 30, 2018 at 5:55 PM",0,9521011,1,"Feb 8, 2010",NA,-1
"4298","#36368","chameshi_nampa","Oct 30, 2018 at 6:25 PM",0,9521053,1,"Jan 11, 2018",NA,-1
"4299","#36369","chameshi_nampa","Oct 30, 2018 at 6:27 PM",0,9521057,1,"Jan 11, 2018",NA,-1
"4300","#36370","chameshi_nampa","Oct 30, 2018 at 6:28 PM",1,9521061,0,"Jan 11, 2018",NA,1
"4301","#36371","RegisDB9","Oct 30, 2018 at 6:37 PM",1,9521075,0,"Oct 15, 2010",32,1
"4302","#36372","gettoasty","Oct 30, 2018 at 6:52 PM",0,9521093,0,"Feb 8, 2010",33,0
"4303","#36373","flowcharts","Oct 30, 2018 at 7:08 PM",0,9521115,0,"May 21, 2014",3,0
"4304","#36374","baltimoron","Oct 30, 2018 at 7:31 PM",0,9521139,1,"Jan 14, 2012",2,-1
"4305","#36375","Riva","Oct 30, 2018 at 7:59 PM",0,9521161,0,"Jul 29, 2013",NA,0
"4306","#36376","Nayyyyy","Oct 31, 2018 at 3:52 AM",1,9521322,0,"Sep 11, 2015",9,1
"4307","#36377","Purplelabel","Oct 31, 2018 at 4:04 AM",0,9521328,0,"Jan 18, 2014",1,0
"4308","#36378","Thrift Vader","Oct 31, 2018 at 6:08 AM",0,9521408,1,"Sep 27, 2014",1,-1
"4309","#36379","beneficialmovie","Oct 31, 2018 at 7:34 AM",0,9521488,1,"Oct 30, 2018",1,-1
"4310","#36380","conceptual 4est","Oct 31, 2018 at 8:01 AM",1,9521510,1,"Jul 24, 2012",NA,0
"4311","#36381","Purplelabel","Oct 31, 2018 at 8:20 AM",0,9521534,0,"Jan 18, 2014",4,0
"4312","#36382","FlyingMonkey","Oct 31, 2018 at 8:55 AM",1,9521569,1,"Sep 5, 2011",NA,0
"4313","#36383","Alexidb","Oct 31, 2018 at 9:05 AM",0,9521582,1,"Jan 16, 2011",NA,-1
"4314","#36384","Purplelabel","Oct 31, 2018 at 9:52 AM",0,9521638,1,"Jan 18, 2014",NA,-1
"4315","#36385","dieworkwear","Oct 31, 2018 at 10:33 AM",0,9521677,1,"Apr 10, 2011",1,-1
"4316","#36386","Alexidb","Oct 31, 2018 at 10:49 AM",0,9521698,1,"Jan 16, 2011",NA,-1
"4317","#36387","Purplelabel","Oct 31, 2018 at 10:59 AM",0,9521707,1,"Jan 18, 2014",NA,-1
"4318","#36388","Coldsnap","Oct 31, 2018 at 11:18 AM",0,9521715,1,"Oct 12, 2008",NA,-1
"4319","#36389","Benesyed","Oct 31, 2018 at 2:08 PM",0,9521906,1,"Aug 9, 2010",NA,-1
"4320","#36390","Benesyed","Oct 31, 2018 at 2:13 PM",0,9521911,0,"Aug 9, 2010",NA,0
"4321","#36391","Benesyed","Oct 31, 2018 at 5:50 PM",1,9522121,0,"Aug 9, 2010",9,1
"4322","#36392","beepbop","Nov 1, 2018 at 4:43 AM",0,9522366,1,"Aug 11, 2014",32,-1
"4323","#36393","penanceroyaltea","Nov 1, 2018 at 4:57 AM",1,9522376,1,"Jan 27, 2012",3,0
"4324","#36394","penanceroyaltea","Nov 1, 2018 at 5:03 AM",0,9522379,1,"Jan 27, 2012",NA,-1
"4325","#36395","baltimoron","Nov 1, 2018 at 5:23 AM",0,9522389,1,"Jan 14, 2012",NA,-1
"4326","#36396","White Lotus","Nov 1, 2018 at 7:06 AM",0,9522471,0,"Oct 8, 2012",NA,0
"4327","#36397","penanceroyaltea","Nov 1, 2018 at 7:41 AM",0,9522518,1,"Jan 27, 2012",2,-1
"4328","#36398","Riva","Nov 1, 2018 at 7:53 AM",0,9522537,0,"Jul 29, 2013",NA,0
"4329","#36399","el Bert","Nov 1, 2018 at 8:04 AM",1,9522553,0,"Apr 19, 2008",NA,1
"4330","#36400","kindofyoung","Nov 1, 2018 at 9:51 AM",1,9522680,0,"Jan 30, 2012",36,1
"4331","#36401","JakeGittes","Nov 1, 2018 at 11:48 AM",1,9522835,1,"Jul 9, 2011",24,0
"4332","#36402","Alexidb","Nov 1, 2018 at 11:54 AM",0,9522841,1,"Jan 16, 2011",NA,-1
"4333","#36403","Baron","Nov 1, 2018 at 1:24 PM",1,9522962,0,"Oct 5, 2004",7,1
"4334","#36404","flipstah","Nov 1, 2018 at 4:41 PM",0,9523203,0,"Oct 31, 2017",10,0
"4335","#36405","flowcharts","Nov 1, 2018 at 5:44 PM",0,9523247,0,"May 21, 2014",1,0
"4336","#36406","flipstah","Nov 1, 2018 at 7:42 PM",0,9523375,1,"Oct 31, 2017",NA,-1
"4337","#36407","penanceroyaltea","Nov 2, 2018 at 6:14 AM",0,9523625,1,"Jan 27, 2012",NA,-1
"4338","#36408","flipstah","Nov 2, 2018 at 6:23 AM",0,9523635,0,"Oct 31, 2017",NA,0
"4339","#36409","penanceroyaltea","Nov 2, 2018 at 6:45 AM",0,9523673,1,"Jan 27, 2012",1,-1
"4340","#36410","beepbop","Nov 2, 2018 at 7:00 AM",0,9523687,1,"Aug 11, 2014",2,-1
"4341","#36411","flipstah","Nov 2, 2018 at 7:48 AM",0,9523745,1,"Oct 31, 2017",NA,-1
"4342","#36412","beepbop","Nov 2, 2018 at 7:57 AM",1,9523754,0,"Aug 11, 2014",1,1
"4343","#36413","cyc wid it","Nov 2, 2018 at 8:19 AM",1,9523785,0,"Apr 2, 2011",25,1
"4344","#36414","Tiburtius","Nov 2, 2018 at 8:37 AM",0,9523807,1,"Apr 25, 2017",24,-1
"4345","#36415","flipstah","Nov 2, 2018 at 9:30 AM",1,9523881,0,"Oct 31, 2017",NA,1
"4346","#36416","Alexidb","Nov 2, 2018 at 8:23 PM",0,9524559,1,"Jan 16, 2011",1,-1
"4347","#36417","ShoutOutsFoMyBo","Nov 3, 2018 at 1:47 AM",1,9524622,0,"May 13, 2012",8,1
"4348","#36418","cyc wid it","Nov 3, 2018 at 10:22 AM",0,9524900,0,"Apr 2, 2011",25,0
"4349","#36419","steveoffice","Nov 3, 2018 at 10:25 AM",0,9524904,0,"Dec 30, 2008",NA,0
"4350","#36420","Darkside","Nov 3, 2018 at 11:52 AM",0,9524976,0,"Jan 14, 2014",1,0
"4351","#36421","mmmargeologist","Nov 3, 2018 at 12:25 PM",0,9525011,0,"Jun 1, 2016",NA,0
"4352","#36422","hennree","Nov 3, 2018 at 1:01 PM",1,9525045,0,"Jan 29, 2012",NA,1
"4353","#36423","Darkside","Nov 3, 2018 at 2:03 PM",1,9525080,0,"Jan 14, 2014",40,1
"4354","#36424","Benesyed","Nov 3, 2018 at 2:11 PM",0,9525085,1,"Aug 9, 2010",35,-1
"4355","#36425","habitant","Nov 3, 2018 at 3:00 PM",0,9525122,1,"Aug 27, 2010",4,-1
"4356","#36426","Benesyed","Nov 3, 2018 at 3:06 PM",1,9525125,0,"Aug 9, 2010",11,1
"4357","#36427","#dadcore","Nov 3, 2018 at 3:33 PM",0,9525143,1,"Apr 22, 2017",35,-1
"4358","#36428","habitant","Nov 3, 2018 at 4:05 PM",0,9525190,0,"Aug 27, 2010",NA,0
"4359","#36429","Spehsmonkey","Nov 3, 2018 at 4:18 PM",1,9525201,0,"Apr 21, 2014",NA,1
"4360","#36430","beepbop","Nov 3, 2018 at 4:24 PM",0,9525205,1,"Aug 11, 2014",35,-1
"4361","#36431","Benesyed","Nov 3, 2018 at 4:59 PM",0,9525232,0,"Aug 9, 2010",NA,0
"4362","#36432","beepbop","Nov 3, 2018 at 5:54 PM",0,9525304,1,"Aug 11, 2014",NA,-1
"4363","#36433","penanceroyaltea","Nov 3, 2018 at 6:16 PM",1,9525315,0,"Jan 27, 2012",1,1
"4364","#36434","Man with Apple","Nov 4, 2018 at 11:13 AM",1,9525857,1,"Nov 3, 2010",14,0
"4365","#36435","flipstah","Nov 4, 2018 at 12:24 PM",0,9525909,0,"Oct 31, 2017",16,0
"4366","#36436","beepbop","Nov 4, 2018 at 12:25 PM",0,9525911,0,"Aug 11, 2014",7,0
"4367","#36437","ClosetEvolution","Nov 4, 2018 at 12:26 PM",0,9525912,0,"Jun 13, 2016",2,0
"4368","#36438","flipstah","Nov 4, 2018 at 12:52 PM",1,9525930,0,"Oct 31, 2017",NA,1
"4369","#36439","Benesyed","Nov 4, 2018 at 1:28 PM",0,9525952,0,"Aug 9, 2010",29,0
"4370","#36440","penanceroyaltea","Nov 4, 2018 at 2:50 PM",0,9526035,1,"Jan 27, 2012",2,-1
"4371","#36441","troika","Nov 4, 2018 at 2:56 PM",1,9526040,0,"Nov 15, 2011",1,1
"4372","#36442","PaperSaurian","Nov 4, 2018 at 3:53 PM",0,9526075,0,"Nov 5, 2016",49,0
"4373","#36443","flowcharts","Nov 4, 2018 at 5:10 PM",0,9526122,1,"May 21, 2014",2,-1
"4374","#36444","Benesyed","Nov 4, 2018 at 7:50 PM",0,9526264,1,"Aug 9, 2010",NA,-1
"4375","#36445","nahneun","Nov 5, 2018 at 6:59 AM",1,9526509,0,"Feb 25, 2009",2,1
"4376","#36446","cyc wid it","Nov 5, 2018 at 9:40 AM",0,9526694,0,"Apr 2, 2011",21,0
"4377","#36447","nahneun","Nov 5, 2018 at 9:48 AM",1,9526707,0,"Feb 25, 2009",1,1
"4378","#36448","blue peter","Nov 5, 2018 at 11:57 AM",0,9526857,0,"Jul 7, 2015",27,0
"4379","#36449","el Bert","Nov 5, 2018 at 1:07 PM",1,9526965,0,"Apr 19, 2008",4,1
"4380","#36450","Joytropics","Nov 5, 2018 at 1:12 PM",0,9526972,0,"Oct 5, 2018",4,0
"4381","#36451","flipstah","Nov 5, 2018 at 3:58 PM",0,9527121,1,"Oct 31, 2017",6,-1
"4382","#36452","Riva","Nov 5, 2018 at 5:27 PM",0,9527203,1,"Jul 29, 2013",1,-1
"4383","#36453","flipstah","Nov 5, 2018 at 5:42 PM",1,9527212,0,"Oct 31, 2017",1,1
"4384","#36454","RegisDB9","Nov 5, 2018 at 8:44 PM",0,9527396,1,"Oct 15, 2010",37,-1
"4385","#36455","Fuuma","Nov 6, 2018 at 2:06 AM",0,9527488,0,"Dec 20, 2004",4,0
"4386","#36456","nahneun","Nov 6, 2018 at 5:47 AM",0,9527603,1,"Feb 25, 2009",1,-1
"4387","#36457","Riva","Nov 6, 2018 at 6:19 AM",0,9527632,1,"Jul 29, 2013",2,-1
"4388","#36458","Riva","Nov 6, 2018 at 6:22 AM",0,9527636,1,"Jul 29, 2013",NA,-1
"4389","#36459","Chaconne","Nov 6, 2018 at 6:30 AM",1,9527645,0,"Jan 10, 2015",NA,1
"4390","#36460","mmmargeologist","Nov 6, 2018 at 8:26 AM",1,9527741,0,"Jun 1, 2016",7,1
